Station,Quarter,DO,Temperature,pH,Salinity,NH3,PO4,TSS,Coliform,Transparency,COD,CN,As,Cd,Pb,Cu,Hg,Zn,Total_Cr,X,Y,H2S,BOD5,Alkalinity
NB16,Quý 4 2021,6.35,25.0,8.02,29.2,0.152,0.01,6.8,1.5,1.2,30.76342309804403,0.0005,0.0029,0.0001,0.00045,0.00045,0.00025,0.0138,0.001,2317471,431681,0.02199781807792389,15.292134150617501,61.318190184360375
NB16,Quý 1 2022,6.19,20.6,8.08,29.2,0.157,0.01,7.2,1.5,1.0,220.0,0.0005,0.0014,0.0001,0.00045,0.00045,0.00025,0.0095,0.00045,2317471,431681,0.06,60.0,200.0
NB16,Quý 2 2022,6.11,22.5,8.07,29.1,0.136,0.01,6.9,1.5,0.9,34.30359543372818,0.0005,0.0024,0.0001,0.00045,0.00045,0.00025,0.0085,0.00045,2317471,431681,0.023478817164652385,16.68237058481553,68.50309674903876
NB16,Quý 3 2022,6.04,29.1,8.05,29.0,0.173,0.01,7.2,1.5,0.8,38.507500896712486,0.0005,0.0028,0.0001,0.00045,0.00045,0.00025,0.0122,0.00045,2317471,431681,0.025159844362104295,18.296358701730572,76.12857686181442
NB16,Quý 4 2022,6.01,26.4,8.06,28.9,0.144,0.01,7.2,1.5,0.8,220.0,0.0005,0.0016,0.0001,0.00045,0.00045,0.00025,0.0094,0.00045,2317471,431681,0.06,60.0,193.47654113285256
NB16,Quý 1 2023,6.23,21.9,8.06,29.1,0.121,0.01,7.2,1.5,1.1,220.0,0.0005,0.0012,0.0001,0.00045,0.002,0.00025,0.0032,0.0035,2317471,431681,0.06,60.0,200.0
NB16,Quý 2 2023,6.02,22.9,8.04,29.0,0.142,0.01,6.4,1.5,0.8,36.800284874900086,0.0005,0.002,0.0001,0.00045,0.00045,0.00025,0.0091,0.00045,2317471,431681,0.024486539901826924,17.645418311494023,73.13733484698633
NB16,Quý 3 2023,5.95,28.0,8.08,28.9,0.158,0.01,6.7,1.5,0.9,59.89781056490288,0.0005,0.0023,0.0001,0.00045,0.00045,0.00025,0.0117,0.00045,2317471,431681,0.03277003902376073,26.039751382950772,105.27004172847877
NB16,Quý 4 2023,5.98,25.1,8.1,29.0,0.083,0.01,6.2,1.5,0.8,92.11774928236402,0.0005,0.0017,0.0001,0.00045,0.00045,0.00025,0.0088,0.00045,2317471,431681,0.042393085715183076,36.72552991777504,133.66222203762038
NB16,Quý 1 2024,6.15,21.6,8.04,29.0,0.107,0.01,6.5,1.0,1.0,213.62774200242663,0.0015,0.0014,0.0001,0.0001,0.0013,0.0001,0.0084,0.0009,2317471,431681,0.06,60.0,189.1479057762237
NB16,Quý 2 2024,5.98,24.4,8.01,28.9,0.122,0.01,6.9,1.0,0.9,41.16193985516453,0.0015,0.0016,0.0001,0.0001,0.0014,0.0001,0.009,0.0006,2317471,431681,0.02618336044495414,19.297089947349193,80.5257168628705
NB16,Quý 3 2024,5.92,26.0,8.08,28.9,0.127,0.062,6.1,1.0,0.9,64.53514905132616,0.0015,0.0028,0.0001,0.0001,0.00015,0.0001,0.003,0.0001,2317471,431681,0.034264866358131627,27.638084491399884,110.18888616231561
NB16,Quý 4 2024,5.92,23.3,8.05,29.0,0.116,0.01,6.1,1.0,0.8,119.9802606746772,0.0015,0.0031,0.0001,0.0001,0.0008,0.0001,0.0394,0.0002,2317471,431681,0.049652983304514356,45.357537505688086,151.09350304246976
NB17,Quý 1 2021,7.82,21.6,7.71,29.5,0.32,0.01,12.2,1.5,0.7,97.47449921326735,0.0005,0.0008,0.0001,0.00045,0.00045,0.00025,0.0132,0.00045,2317257,432137,0.04385093117298805,38.4218292655206,137.39064297866474
NB17,Quý 2 2021,5.68,28.6,8.02,30.6,0.229,0.01,11.8,1.5,0.9,59.61129406450717,0.0005,0.0036,0.0001,0.00045,0.00045,0.00025,0.0115,0.0011,2317257,432137,0.03267618319607522,25.94019916054266,104.95375715079604
NB17,Quý 3 2021,5.51,30.7,8.06,30.1,0.218,0.01,13.2,1.5,0.8,69.04763391869083,0.0005,0.0026,0.0001,0.00045,0.00045,0.00025,0.0144,0.001,2317257,432137,0.035678528371353616,29.171329373766152,114.64708141935836
NB17,Quý 4 2021,5.94,25.0,8.03,30.5,0.213,0.01,11.5,1.5,0.7,32.53141153650125,0.0005,0.0026,0.0001,0.00045,0.00045,0.00025,0.0139,0.00045,2317257,432137,0.022745539386409035,15.990234426384355,65.00416766520073
NB17,Quý 1 2022,6.06,22.8,8.03,30.4,0.287,0.01,11.8,1.5,0.6,64.81376293082434,0.0005,0.0008,0.0001,0.00045,0.00045,0.0003,0.0132,0.00045,2317257,432137,0.034353277468802866,27.733362404050315,110.4730502410134
NB17,Quý 2 2022,6.0,26.8,8.01,30.2,0.226,0.01,11.3,1.5,0.5,63.71430255306712,0.0005,0.0019,0.0001,0.00045,0.00045,0.00025,0.0127,0.00045,2317257,432137,0.034003495475257814,27.356895844828838,109.34450039964179
NB17,Quý 3 2022,5.92,28.7,8.07,30.1,0.015,0.01,13.1,1.5,0.5,86.20565964362667,0.0005,0.0023,0.0001,0.00045,0.00045,0.00025,0.0102,0.00045,2317257,432137,0.040743948147691424,34.83013199180849,129.28679558505024
NB17,Quý 4 2022,5.95,26.4,8.01,30.0,0.015,0.01,11.3,1.5,0.5,53.47397599672144,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0102,0.00045,2317257,432137,0.030620046330787434,23.783656977695596,97.78691124723936
NB17,Quý 1 2023,6.01,23.2,8.07,30.6,0.015,0.01,11.6,1.5,0.5,99.67249144489288,0.0005,0.0013,0.0001,0.00045,0.00045,0.00025,0.008,0.00045,2317257,432137,0.044439761217739675,39.11239032262773,138.86154090180557
NB17,Quý 2 2023,5.88,24.5,8.02,30.0,0.108,0.01,12.6,1.5,0.5,138.38800108709086,0.0005,0.0025,0.0001,0.00045,0.00045,0.00025,0.0096,0.00045,2317257,432137,0.054078586667863006,50.83574511300606,160.50863271279314
NB17,Quý 3 2023,5.86,27.7,8.05,30.1,0.174,0.01,12.4,1.5,0.6,82.28592843467514,0.0005,0.0017,0.0001,0.00045,0.00045,0.00025,0.0098,0.00045,2317257,432137,0.03962542126009589,33.55908904636794,126.21717310673864
NB17,Quý 4 2023,5.9,23.8,8.06,30.1,0.134,0.01,12.3,1.5,0.5,92.68934027260498,0.0005,0.0022,0.0001,0.00045,0.00045,0.00025,0.0117,0.00045,2317257,432137,0.04255023933004522,36.90746055404663,134.07025633596814
NB17,Quý 1 2024,6.08,18.9,8.05,30.7,0.152,0.01,11.2,1.0,0.6,77.33764613801344,0.0015,0.0017,0.0001,0.0001,0.0005,0.0001,0.0112,0.001,2317257,432137,0.0381823190587456,31.936946733190368,122.12621390311469
NB17,Quý 2 2024,5.94,24.3,8,29.9,0.144,0.01,12.3,1.0,0.5,74.8883588967038,0.0015,0.0018,0.0001,0.0001,0.0005,0.0001,0.0112,0.001,2317257,432137,0.03745431364754258,31.126345569303833,120.00337572365656
NB17,Quý 3 2024,5.8,28.2,8.03,30.0,0.121,0.01,11.7,1.0,0.7,48.34642194432352,0.0015,0.0027,0.0001,0.0001,0.00015,0.0001,0.0233,0.0001,2317257,432137,0.028828291324498448,21.943524963347716,91.1376786582861
NB17,Quý 4 2024,5.81,23.4,8.06,30.0,0.093,0.01,10.2,1.0,0.7,90.72839720231951,0.0015,0.0031,0.0001,0.0001,0.0013,0.0001,0.036,0.0001,2317257,432137,0.04200945367946176,36.28236486540586,132.65977046693232
NB18,Quý 1 2021,7.37,21.4,7.64,29.8,0.056,0.01,8.7,1.5,0.7,70.59451007888102,0.0005,0.0012,0.0001,0.00045,0.00045,0.00025,0.001,0.00045,2316544,435609,0.03615452321111875,29.69223394199984,116.10853606346042
NB18,Quý 2 2021,5.76,29.4,8.09,30.3,0.015,0.01,9.8,1.5,0.9,220.0,0.0005,0.0039,0.0001,0.00045,0.0009,0.00025,0.0075,0.0009,2316544,435609,0.06,60.0,200.0
NB18,Quý 3 2021,5.57,30.9,8.13,30.0,0.015,0.01,12.4,1.5,0.8,194.4226988673854,0.0005,0.0035,0.0001,0.00045,0.00045,0.00025,0.0091,0.00045,2316544,435609,0.06,60.0,182.93419609900968
NB18,Quý 4 2021,5.92,25.1,8.07,30.3,0.015,0.01,12.4,1.5,0.7,94.62539111733004,0.0005,0.0029,0.0001,0.00045,0.00045,0.00025,0.0091,0.00045,2316544,435609,0.04307966831469017,37.522016663853925,135.43386210226004
NB18,Quý 1 2022,6.01,22.6,8.02,30.2,0.087,0.01,12.4,1.5,0.6,47.14495407558655,0.0005,0.001,0.0001,0.00045,0.00045,0.00025,0.0077,0.00045,2316544,435609,0.028397583610305543,21.506792567768535,89.4777116122093
NB18,Quý 2 2022,5.95,26.6,8,30.1,0.061,0.01,12.5,1.5,0.5,38.14434285146612,0.0005,0.0022,0.0001,0.00045,0.00045,0.00025,0.0091,0.00045,2316544,435609,0.025017640457658745,18.158385593655275,75.50354112066329
NB18,Quý 3 2022,5.9,28.8,8.02,30.0,0.015,0.01,12.4,1.5,0.5,154.20148923853526,0.0005,0.0028,0.0001,0.00045,0.00045,0.00025,0.0079,0.00045,2316544,435609,0.057694392489615796,55.4252089504177,167.64571812355462
NB18,Quý 4 2022,5.87,26.7,8,30.0,0.015,0.01,12.5,1.5,0.5,87.81911942264787,0.0005,0.0016,0.0001,0.00045,0.00045,0.00025,0.0115,0.00045,2316544,435609,0.04119840321240493,35.349926193506334,130.50996900588555
NB18,Quý 1 2023,6.12,23.0,8.04,30.4,0.015,0.01,12.5,1.5,0.5,100.19394447617236,0.0005,0.0014,0.0001,0.00045,0.00045,0.00025,0.0092,0.00045,2316544,435609,0.04457868719586032,39.27576784155803,139.20573613566444
NB18,Quý 2 2023,6.01,25.0,8.03,30.2,0.077,0.01,7.2,1.5,0.6,25.998135986250677,0.0005,0.0022,0.0001,0.00045,0.00045,0.00025,0.0074,0.00045,2316544,435609,0.019891045440962353,13.368358236542042,50.21656052103229
NB18,Quý 3 2023,5.97,27.9,8.06,30.0,0.095,0.01,11.2,1.5,0.6,131.4135073933326,0.0005,0.002,0.0001,0.00045,0.00045,0.00025,0.0076,0.00045,2316544,435609,0.05243137966334277,48.77847733813418,157.09753926232725
NB18,Quý 4 2023,6.02,24.0,8.07,30.1,0.081,0.01,11.2,1.5,0.7,98.64319064645387,0.0005,0.0018,0.0001,0.00045,0.00045,0.00025,0.0086,0.00045,2316544,435609,0.0441646738178019,38.78939204356733,138.1768135285745
NB18,Quý 1 2024,6.16,18.6,8.02,30.3,0.105,0.01,12.4,1.0,0.6,38.19018767879718,0.0015,0.0019,0.0001,0.0001,0.0005,0.0001,0.0082,0.0009,2316544,435609,0.025035622093920826,18.175817750109456,75.58277262342088
NB18,Quý 2 2024,6.08,24.8,8.01,30.1,0.108,0.01,6.4,1.0,0.6,56.261651184604034,0.0015,0.0017,0.0001,0.0001,0.0005,0.0001,0.0082,0.0009,2316544,435609,0.03156512695278193,24.769046401865243,101.13900770200203
NB18,Quý 3 2024,5.91,28.0,8.01,29.9,0.074,0.01,12.4,1.0,0.8,87.87068311689521,0.0015,0.003,0.0001,0.0001,0.00015,0.0001,0.02,0.0001,2316544,435609,0.04121287131535136,35.366506172202314,130.54868817426077
NB18,Quý 4 2024,5.95,23.6,8.07,30.0,0.081,0.01,10.9,1.0,0.6,77.30536144020533,0.0015,0.0035,0.0001,0.0001,0.0003,0.0001,0.0158,0.0002,2316544,435609,0.03817278381079962,31.926295900618047,122.09867193424975
NB19,Quý 1 2021,7.82,20.7,7.71,29.9,0.005,0.01,12.8,1.5,0.9,62.72585687036855,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0036,0.00045,2316498,443279,0.033686955658997826,27.017325172208647,108.3131525678578
NB19,Quý 2 2021,6.03,28.9,8.13,30.4,0.052,0.01,6.2,1.5,1.4,70.3295230391632,0.0005,0.0036,0.0001,0.00045,0.0021,0.00025,0.0231,0.00045,2316498,443279,0.036073282857819834,29.603164875483237,115.86046927736156
NB19,Quý 3 2021,6.09,31.1,8.1,30.5,0.057,0.01,6.7,1.5,1.5,64.27349927884836,0.0005,0.003,0.0001,0.00045,0.00045,0.00025,0.0173,0.00045,2316498,443279,0.034181698625511965,27.548532452598096,109.92090487172459
NB19,Quý 4 2021,6.09,25.4,8.1,30.5,0.063,0.01,7.6,1.5,1.1,82.14300306243554,0.0005,0.0026,0.0001,0.00045,0.00045,0.00025,0.028,0.00045,2316498,443279,0.0395842364767217,33.512515856261835,126.10250048409874
NB19,Quý 1 2022,6.15,23.0,8.04,30.4,0.015,0.01,7.6,1.5,0.9,182.77660101781524,0.0005,0.0019,0.0001,0.00045,0.00045,0.00025,0.0065,0.00045,2316498,443279,0.06,60.0,178.85967891972626
NB19,Quý 2 2022,6.06,26.3,8.02,30.3,0.015,0.01,7.4,1.5,0.7,15.792221633663209,0.0005,0.0026,0.0001,0.00045,0.00045,0.00025,0.0148,0.00045,2316498,443279,0.014762284245881737,8.976923023708625,40.0
NB19,Quý 3 2022,6.01,29.3,8.08,30.2,0.074,0.01,7.8,1.5,0.6,64.86580088061794,0.0005,0.0031,0.0001,0.00045,0.00045,0.00025,0.0115,0.00045,2316498,443279,0.03436977346565176,27.75114874284528,110.52598941961263
NB19,Quý 4 2022,5.97,26.9,8.04,30.0,0.015,0.01,7.2,1.5,0.7,83.34469572272546,0.0005,0.0019,0.0001,0.00045,0.00045,0.00025,0.0168,0.00045,2316498,443279,0.039929621020566713,33.90359105515592,127.06049685489788
NB19,Quý 1 2023,6.23,22.8,8.06,30.6,0.015,0.01,7.6,1.5,0.8,89.60749517105783,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0145,0.00045,2316498,443279,0.041698223397207614,35.92383269240403,131.83975958748397
NB19,Quý 2 2023,6.32,25.2,8.06,30.7,0.015,0.01,4.4,1.5,1.8,59.764814809842846,0.0005,0.0024,0.0001,0.00045,0.00045,0.00025,0.0117,0.00045,2316498,443279,0.03272649533975302,25.993552989289526,105.12341674714841
NB19,Quý 3 2023,6.06,27.5,8.04,30.2,0.087,0.01,7.6,1.5,0.8,25.807513178286747,0.0005,0.0023,0.0001,0.00045,0.00045,0.00025,0.011,0.00045,2316498,443279,0.019803676063299337,13.289997598466185,49.7311287008567
NB19,Quý 4 2023,6.12,23.6,8.05,30.3,0.078,0.01,7.4,1.5,0.8,91.36338301513433,0.0005,0.0026,0.0001,0.00045,0.00045,0.00025,0.0094,0.00045,2316498,443279,0.04218507861641164,36.48507598404721,133.1198193485644
NB19,Quý 1 2024,6.16,18.1,8.05,30.5,0.096,0.01,7.5,1.0,0.9,213.45326107015993,0.0015,0.0024,0.0001,0.0001,0.0005,0.0001,0.009,0.0014,2316498,443279,0.06,60.0,189.0940085665674
NB19,Quý 2 2024,6.24,25.0,8.02,30.6,0.095,0.01,4.8,1.0,1.6,29.54187927105559,0.0015,0.002,0.0001,0.0001,0.0005,0.0001,0.009,0.0014,2316498,443279,0.02147107628252502,14.80509076034424,58.64554380335449
NB19,Quý 3 2024,6.12,27.8,8.07,30.0,0.062,0.01,7.4,1.0,0.8,126.44093835762084,0.0015,0.0032,0.0001,0.0001,0.00015,0.0001,0.003,0.0001,2316498,443279,0.05123544336843578,47.29831172243046,154.55312054792753
NB19,Quý 4 2024,6.04,25.2,8.09,30.1,0.044,0.01,5.3,1.0,1.0,61.35818334799069,0.0015,0.0018,0.0001,0.0001,0.00015,0.0002,0.001,0.0001,2316498,443279,0.03324564644099179,26.545692303808185,106.85899107508425
NB20,Quý 1 2021,6.62,23.5,8.04,28.7,0.015,0.01,7.4,1.5,0.9,72.15091765107735,0.0005,0.0008,0.0001,0.00045,0.0018,0.001,0.0083,0.00045,2322174,447656,0.03662923953613964,30.21403599894707,117.54702616684611
NB20,Quý 2 2021,6.92,26.5,8.08,27.7,0.015,0.021,6.2,1.5,1.3,39.546069428023515,0.0005,0.0015,0.0001,0.00045,0.0018,0.00025,0.0151,0.00045,2322174,447656,0.02556357794475906,18.689504437933852,77.88405957184204
NB20,Quý 3 2021,6.92,26.5,8.08,27.7,0.015,0.01,5.6,1.5,1.3,61.137902164103906,0.0005,0.0018,0.0001,0.00045,0.00045,0.00025,0.0127,0.00045,2322174,447656,0.033174199960400066,26.469533147426695,106.62175310576494
NB20,Quý 4 2021,6.22,24.8,8.06,27.8,0.015,0.01,6.1,1.5,1.1,164.7284593625184,0.0005,0.0018,0.0001,0.00045,0.00045,0.00025,0.0133,0.00045,2322174,447656,0.06,58.427655509039745,172.00178378795835
NB20,Quý 1 2022,6.11,19.3,8.08,27.9,0.015,0.01,7.2,1.5,0.9,106.62001523387227,0.0005,0.0011,0.0001,0.00045,0.00045,0.00025,0.0095,0.00045,2322174,447656,0.04626753214158191,41.27541944815595,143.30620967950827
NB20,Quý 2 2022,6.02,23.2,8.06,27.6,0.015,0.027,7.8,1.5,0.7,214.0964242776476,0.0005,0.0019,0.0001,0.00045,0.00045,0.00025,0.0123,0.00045,2322174,447656,0.06,60.0,189.29246421639778
NB20,Quý 3 2022,5.96,27.3,8.04,27.4,0.015,0.031,8.3,1.5,0.5,152.92285191796367,0.0005,0.0014,0.0001,0.00045,0.00045,0.00025,0.0088,0.00045,2322174,447656,0.05740774666070179,55.057761245579954,167.09647555910774
NB20,Quý 4 2022,5.9,25.7,8,27.2,0.015,0.01,8.2,1.5,0.5,97.7302199971936,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0095,0.00045,2322174,447656,0.04391970966107719,38.50233090385756,137.56346715718306
NB20,Quý 1 2023,6.15,20.8,8.05,28.0,0.034,0.01,6.5,1.5,0.7,215.6107438313852,0.0005,0.0013,0.0001,0.00045,0.00045,0.00025,0.0081,0.00045,2322174,447656,0.06,60.0,189.75738104671169
NB20,Quý 2 2023,5.96,23.7,8.02,27.5,0.015,0.01,7.7,1.5,0.5,97.72467778184512,0.0005,0.0017,0.0001,0.00045,0.00045,0.00025,0.0111,0.00045,2322174,447656,0.04391821979781643,38.50058664807691,137.55972634953196
NB20,Quý 3 2023,5.88,27.1,8,27.3,0.041,0.01,7.6,1.5,0.5,123.72259454491711,0.0005,0.0011,0.0001,0.00045,0.00045,0.00025,0.0092,0.00045,2322174,447656,0.05057367573500494,46.484217521664135,153.11952707188237
NB20,Quý 4 2023,5.94,24.3,8.01,27.5,0.052,0.01,6.7,1.5,0.5,62.55872526907124,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0126,0.00045,2322174,447656,0.03363323591483443,26.959802776868287,108.13716185861166
NB20,Quý 1 2024,6.12,20.6,8.04,28.1,0.061,0.01,6.3,1.0,0.6,77.96818607175615,0.0015,0.0019,0.0001,0.0001,0.0012,0.0001,0.0128,0.0006,2322174,447656,0.03836822880110421,32.144785275545814,122.6618326343682
NB20,Quý 2 2024,5.87,24.2,8.05,27.4,0.071,0.01,7.2,1.0,0.5,49.05917767399397,0.0015,0.0017,0.0001,0.0001,0.0014,0.0001,0.0108,0.0004,2322174,447656,0.029081771083530494,22.20157758714941,92.10304706798892
NB20,Quý 3 2024,5.82,27.2,7.99,27.1,0.035,0.022,7.2,1.0,0.5,136.4603498622043,0.0015,0.0017,0.0002,0.0001,0.00015,5e-05,0.0223,0.0003,2322174,447656,0.0536267260376483,50.2692752989334,159.58335738379412
NB20,Quý 4 2024,5.88,25.0,8.07,27.7,0.01,0.01,6.4,1.0,0.5,36.65025007921316,0.0015,0.0009,0.0001,0.0001,0.00015,0.0006,0.001,0.0001,2322174,447656,0.02442677420507029,17.58792500928701,72.86785507540537
NB21,Quý 1 2021,7.2,21.4,7.86,30.2,0.015,0.01,6.8,1.5,1.1,120.34552642719231,0.0005,0.0009,0.0001,0.00045,0.00045,0.0014,0.0088,0.00045,2321985,452827,0.04974334963343686,45.46781374306922,151.29401369670646
NB21,Quý 2 2021,6.84,27.7,8.11,30.4,0.015,0.026,7.3,1.5,1.4,66.70873330629466,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.0089,0.00045,2321985,452827,0.034950596948680676,28.379224351253715,112.37395769979362
NB21,Quý 3 2021,5.95,29.3,7.89,30.3,0.015,0.01,6.4,1.5,1.3,152.35223979687862,0.0005,0.0016,0.0001,0.00045,0.00045,0.00025,0.0105,0.00045,2321985,452827,0.057279515782881714,54.89358266416263,166.84988373869277
NB21,Quý 4 2021,6.58,24.9,8.1,30.3,0.015,0.01,5.3,1.5,1.2,118.0698738099051,0.0005,0.0016,0.0001,0.00045,0.00045,0.00025,0.0109,0.00045,2321985,452827,0.04917854268707128,44.77967232386137,150.0347595492504
NB21,Quý 1 2022,6.27,19.5,8.11,30.3,0.015,0.01,7.1,1.5,1.0,220.0,0.0005,0.0008,0.0001,0.00045,0.00045,0.001,0.0071,0.00045,2321985,452827,0.06,60.0,192.82584630587206
NB21,Quý 2 2022,6.19,23.6,8.09,30.1,0.015,0.033,6.7,1.5,0.8,116.6398934529924,0.0005,0.0026,0.0001,0.00045,0.00045,0.00025,0.0065,0.00045,2321985,452827,0.04882138860948718,44.34589254789177,149.23098764554578
NB21,Quý 3 2022,6.08,27.6,8.07,30.0,0.015,0.043,7.2,1.5,0.7,28.865788864240287,0.0005,0.0012,0.0001,0.00045,0.00045,0.00025,0.0065,0.00045,2321985,452827,0.021175777374845325,14.533789624183575,57.118389773870376
NB21,Quý 4 2022,6.03,25.8,8.05,30.1,0.015,0.01,6.4,1.5,0.5,71.90506198160425,0.0005,0.0022,0.0001,0.00045,0.00045,0.00025,0.008,0.00045,2321985,452827,0.036554527349118335,30.131762062559844,117.32187308407197
NB21,Quý 1 2023,6.22,21.0,8.1,30.4,0.015,0.01,7.1,1.5,0.8,36.79045465129281,0.0005,0.0024,0.0001,0.00045,0.00045,0.00025,0.0076,0.00045,2321985,452827,0.024482627076786202,17.641652817192096,73.11971229620737
NB21,Quý 2 2023,6.14,24.1,8.06,30.0,0.015,0.01,6.5,1.5,0.7,54.688899320352085,0.0005,0.0023,0.0001,0.00045,0.00045,0.00025,0.0086,0.00045,2321985,452827,0.03103430690568085,24.21434877410914,99.26880630534902
NB21,Quý 3 2023,6.01,27.3,8.05,29.8,0.036,0.01,7.1,1.5,0.6,187.23433530601332,0.0005,0.0009,0.0001,0.00045,0.00045,0.00025,0.0076,0.00045,2321985,452827,0.06,60.0,180.44913733106887
NB21,Quý 4 2023,6.08,24.6,8.03,29.9,0.047,0.01,7.5,1.5,0.5,110.2278725092967,0.0005,0.002,0.0001,0.00045,0.00045,0.00025,0.0091,0.00045,2321985,452827,0.047197778167565076,42.38742623397229,145.50135243590785
NB21,Quý 1 2024,6.15,20.9,8.08,30.3,0.044,0.01,6.5,1.0,0.7,49.014377177744855,0.0015,0.002,0.0001,0.0001,0.0018,0.0001,0.0092,0.0008,2321985,452827,0.029065882301715033,22.185379920866342,92.04278285685015
NB21,Quý 2 2024,6.18,24.4,8.07,30.1,0.044,0.01,7.1,1.0,0.6,40.49691815259475,0.0015,0.0019,0.0001,0.0001,0.0012,0.0001,0.0079,0.0006,2321985,452827,0.025929490669837928,19.047626070298843,79.45130534238405
NB21,Quý 3 2024,6.09,27.4,8.02,29.7,0.042,0.029,5.4,1.0,0.6,76.3880633159514,0.0015,0.0015,0.0001,0.0001,0.00015,0.0001,0.1119,0.0001,2321985,452827,0.0379011886013187,31.62330050328828,121.31128371505044
NB21,Quý 4 2024,6.0,24.2,8.06,29.8,0.051,0.01,5.5,1.0,0.6,35.809791934238326,0.0015,0.0016,0.0001,0.0001,0.00015,0.0001,0.001,0.0001,2321985,452827,0.02409014582948364,17.26497918013475,71.33759402475489
NB22,Quý 1 2021,8.08,21.8,7.68,29.9,0.015,0.01,5.4,1.5,1.4,49.8473682720117,0.0005,0.0014,0.0001,0.00045,0.00045,0.0029,0.0112,0.00045,2322430,458154,0.029360361166667313,22.486065053768737,93.15438890413675
NB22,Quý 2 2021,6.98,28.5,8.13,29.9,0.015,0.022,4.5,1.5,1.1,90.48198830044848,0.0005,0.0015,0.0001,0.00045,0.00045,0.00025,0.006,0.00045,2322430,458154,0.04194116874718223,36.20362518778246,132.48037886204975
NB22,Quý 3 2021,6.1,30.2,7.6,29.8,0.034,0.01,5.1,1.5,1.0,150.88713967707704,0.0005,0.0016,0.0001,0.00045,0.00045,0.00025,0.0114,0.00045,2322430,458154,0.05694938399015859,54.47147071339008,166.21248144426784
NB22,Quý 4 2021,6.48,25.1,8.09,29.8,0.015,0.01,5.8,1.5,0.8,108.32133725726817,0.0005,0.0018,0.0001,0.00045,0.00045,0.00025,0.0075,0.00045,2322430,458154,0.04670774969568803,41.80072539176989,144.35045888897758
NB22,Quý 1 2022,6.32,21.3,8.1,29.8,0.015,0.01,5.6,1.5,0.7,18.662237648394285,0.0005,0.0019,0.0001,0.00045,0.00045,0.0013,0.0137,0.00045,2322430,458154,0.016312984628788108,10.257950813919852,40.0
NB22,Quý 2 2022,6.23,25.2,8.09,29.7,0.015,0.036,5.4,1.5,0.6,90.06361225133361,0.0005,0.002,0.0001,0.00045,0.00045,0.00025,0.0095,0.00045,2322430,458154,0.04182505682035203,36.069834716736466,132.1746691612104
NB22,Quý 3 2022,6.17,28.4,8.04,29.5,0.047,0.033,6.2,1.5,0.7,78.22808028066899,0.0005,0.0016,0.0001,0.00045,0.00045,0.0013,0.0118,0.00045,2322430,458154,0.03844468063511679,32.230353087310924,122.88134292930312
NB22,Quý 4 2022,6.08,25.6,8.02,29.6,0.015,0.041,5.4,1.5,0.5,96.24833294848698,0.0005,0.0024,0.0001,0.00045,0.00045,0.00025,0.0117,0.00045,2322430,458154,0.04352012974994908,38.035235873105826,136.55561141490773
NB22,Quý 1 2023,6.27,21.8,8.07,29.9,0.015,0.058,5.4,1.5,0.5,199.5414375957724,0.0005,0.0021,0.0001,0.00045,0.00045,0.00025,0.0132,0.00045,2322430,458154,0.06,60.0,184.6483872660483
NB22,Quý 2 2023,6.14,25.3,8.05,29.5,0.056,0.074,5.2,1.5,0.5,21.430027449173732,0.0005,0.0022,0.0001,0.00045,0.00045,0.00025,0.0121,0.00045,2322430,458154,0.017719814130861055,11.456154306323008,40.0
NB22,Quý 3 2023,6.11,28.2,8.01,29.4,0.054,0.047,5.4,1.5,0.8,52.32636219569021,0.0005,0.001,0.0001,0.00045,0.00045,0.00025,0.0134,0.00045,2322430,458154,0.030225249070109452,23.375015363672837,96.35586299235578
NB22,Quý 4 2023,6.17,25.3,8,29.6,0.063,0.046,5.4,1.5,0.7,107.15482333134895,0.0005,0.0025,0.0001,0.00045,0.00045,0.00025,0.0136,0.00045,2322430,458154,0.046406216084076364,41.44072908458817,143.63625291173418
NB22,Quý 1 2024,6.2,21.7,8.06,30.0,0.054,0.031,5.4,1.0,0.4,28.699033742301893,0.0015,0.0015,0.0001,0.0001,0.0015,0.0001,0.0065,0.001,2322430,458154,0.021102517236538713,14.466678639199282,56.736224021842304
NB22,Quý 2 2024,6.08,25.6,8.02,29.6,0.061,0.045,5.4,1.0,0.6,183.27127495297384,0.0015,0.0017,0.0001,0.0001,0.0011,0.0001,0.0054,0.0009,2322430,458154,0.06,60.0,179.03796192214037
NB22,Quý 3 2024,6.03,28.0,8.03,29.4,0.047,0.032,5.1,1.0,0.7,93.62710177686385,0.0015,0.0015,0.0001,0.0001,0.00015,5e-05,0.1282,0.0001,2322430,458154,0.042807227168543245,37.205451159654416,134.73426450802634
NB22,Quý 4 2024,6.25,24.9,8.01,29.8,0.062,0.01,4.3,1.0,1.0,125.12565543704662,0.0015,0.0015,0.0001,0.0001,0.00015,0.0001,0.001,0.0001,2322430,458154,0.050915965634282,46.90485290071216,153.86335943373615
